정류소명,X좌표,Y좌표,경유노선수,경유노선
강동초교앞,12843.750205,3552.041675,1,618
안심역코오롱하늘채앞,12843.976638,3551.970294,1,618
조양회관건너,12839.382258,3552.593593,1,651
안심도서관1(서편),12841.9833,3551.5944,2,"수성3, 수성3-1"
안심도서관2(서편),12841.9831,3551.5838,2,"수성3, 수성3-1"
신서화성파크드림아파트,12843.4301,3552.4319,1,동구7
신서그린빌아파트,12843.4435,3552.4379,1,동구7
새론중학교남편1,12843.4474,3552.6736,1,동구7
새론중학교남편2,12843.462,3552.6729,1,동구7
대구혁신LH4단지아파트,12843.1862,3553.0887,1,동구7
대구일과학고등학교,12843.2209,3553.1946,1,동구7
위남마을,12838.205,3555.6576,1,401
이시아폴리스더샵1단지남편,12838.4368,3555.5106,1,급행6
지묘3,12837.8471,3556.5594,1,북구2
지묘4,12837.8247,3556.5888,1,북구2
농수산물도매시장건너,12832.8213,3554.2537,7,"250, 250-1, 527, 708, 719, 724, 726"
태전중앙시장건너,12832.7518,3555.2819,7,"200, 250, 250-1, 724, 750, 칠곡1, 칠곡4"
태전중앙시장앞,12832.7509,3555.2573,6,"200, 250, 250-1, 724, 750, 칠곡4"
태전두성타운앞,12832.6617,3555.416,7,"200, 250, 250-1, 724, 750, 칠곡1-1, 칠곡4"
태전두성타운건너,12832.663725,3555.441249,7,"200, 250, 250-1, 724, 750, 칠곡1, 칠곡4"
대구보건대학교앞2,12832.5525,3555.6343,5,"200, 250, 250-1, 724, 750"
대구보건대학교건너2,12832.5788,3555.5611,5,"200, 250, 250-1, 724, 750"
칠곡대백맨션앞,12832.3993,3555.9429,3,"724, 750, 칠곡2"
칠곡대백맨션건너,12832.4001,3555.9929,2,"724, 750"
한국도로공사건너,12832.4794,3556.1858,5,"719, 724, 750, 937, 939"
한국도로공사앞,12832.45385,3556.169299,5,"719, 724, 750, 937, 939"
칠곡한라타운앞,12832.5079,3556.3343,5,"719, 724, 750, 937, 939"
칠곡한라타운건너,12832.4968,3556.3747,5,"719, 724, 750, 937, 939"
관음변전소2,12832.5499,3556.548,5,"706, 719, 724, 750, 937"
관음변전소1,12832.5284,3556.5312,5,"706, 719, 724, 750, 937"
칠곡우방타운앞(종점),12832.8506,3556.8645,4,"706, 719, 724, 750"
대구과학대학교앞,12832.6757,3555.7917,3,"칠곡1-1, 칠곡2, 칠곡4"
대구과학대학교건너,12832.674056,3555.75798,3,"칠곡1, 칠곡2, 칠곡4"
대구보건대학교앞1,12832.648003,3555.603999,3,"칠곡1-1, 칠곡2, 칠곡4"
대구보건대학교건너1,12832.6607,3555.6255,3,"칠곡1, 칠곡2, 칠곡4"
팔공산맥앞,12832.7457,3555.545,1,-
팔공산맥건너,12832.774,3555.5464,1,-
태전삼거리1,12832.8142,3555.3273,8,"300 , 527, 708, 719, 726, 730, 급행3, 칠곡1-1"
태전삼거리2,12832.7962,3555.2794,7,"300 , 527, 708, 719, 726, 730, 급행3"
대구보건대학교3,12832.8515,3555.5788,7,"300 , 527, 708, 726, 730, 북구1, 칠곡3"
대구보건대학교4,12832.8425,3555.6094,6,"300 , 527, 708, 726, 730, 북구1"
칠곡서한맨션앞,12832.6887,3556.027,3,"719, 937, 939"
칠곡한신아파트앞1,12832.6343,3556.024,4,"719, 937, 939, 칠곡2"
칠곡IC 1,12832.492252,3556.041557,3,"719, 937, 939"
칠곡IC 2,12832.50767,3556.02909,4,"719, 937, 939, 칠곡2"
대중금속공업고등학교건너,12833.24312,3557.162513,4,"300 , 527, 급행3, 칠곡3"
대중금속공업고등학교앞,12833.241519,3557.200259,4,"300 , 527, 급행3, 칠곡3"
동호동앞(북구),12833.187,3557.5622,6,"300 , 527, 730, 급행3, 칠곡3, 팔공3"
동호동건너(북구),12833.1429,3557.5914,6,"300 , 527, 730, 급행3, 칠곡3, 팔공3"
경북공무원교육원2,12833.383496,3557.37416,1,칠곡3
경상북도농업인회관,12833.4925,3557.4085,1,칠곡3
경북공무원교육원1,12833.4377,3557.3937,1,칠곡3
경북농업기술원앞,12833.600999,3557.439497,1,칠곡3
매천중고등학교건너,12832.915924,3554.610592,9,"200, 250, 250-1, 300 , 527, 708, 719, 724, 726"
매천중고등학교앞,12832.8987,3554.6011,9,"200, 250, 250-1, 300 , 527, 708, 719, 724, 726"
대구병원앞,12832.916498,3554.768475,10,"200, 250, 250-1, 300 , 527, 708, 719, 724, 726, 급행3"
두성파크아파트앞,12832.9126,3554.9237,10,"250-1, 300 , 527, 708, 719, 724, 726, 730, 750, 칠곡4"
태전역1,12832.8829,3555.0869,13,"200, 250, 250-1, 300 , 527, 708, 719, 724, 726, 730, 750, 급행7, 칠곡4"
대구과학대학교1,12832.8849,3555.7924,9,"300 , 527, 708, 726, 730, 급행3, 급행7, 북구1, 칠곡3"
대구과학대학교2,12832.8766,3555.823,8,"300 , 527, 708, 726, 730, 급행3, 급행7, 북구1"
대구은행칠곡지점건너,12832.9366,3556.1407,8,"300 , 527, 730, 급행3, 북구1, 칠곡2, 칠곡3, 칠곡5"
대구은행칠곡지점앞,12832.9369,3556.1885,8,"300 , 527, 730, 급행3, 북구1, 칠곡2, 칠곡3, 칠곡5"
칠곡동화아파트건너,12833.0031,3556.3955,8,"300 , 527, 730, 급행3, 북구1, 칠곡2, 칠곡3, 칠곡5"
칠곡동화아파트앞,12832.9911,3556.3843,8,"300 , 527, 730, 급행3, 북구1, 칠곡2, 칠곡3, 칠곡5"
칠곡시장앞,12833.05428,3556.592548,7,"300 , 527, 730, 북구1, 칠곡2, 칠곡3, 칠곡5"
칠곡시장건너,12833.0415,3556.5898,7,"300 , 527, 730, 북구1, 칠곡2, 칠곡3, 칠곡5"
대구칠곡초등학교앞,12833.080265,3556.773319,9,"300 , 527, 730, 급행3, 북구1, 칠곡2, 칠곡3, 칠곡4, 칠곡5"
칠곡중학교앞(칠곡향교앞),12833.087214,3556.854479,4,"300 , 527, 급행3, 칠곡3"
칠곡중학교건너(칠곡향교건너),12833.153484,3556.96245,3,"300 , 527, 칠곡3"
SD아이프라임강북아파트,12833.163326,3557.025065,3,"300 , 527, 칠곡3"
대천초등학교건너,12833.3314,3556.2801,2,"708, 칠곡1"
대천초등학교앞,12833.328,3556.2877,2,"708, 칠곡1-1"
럭키아파트건너,12833.4077,3556.4106,2,"708, 칠곡1"
럭키아파트앞,12833.398,3556.4009,2,"708, 칠곡1-1"
한양산호아파트앞,12833.352266,3556.512697,2,"708, 칠곡1-1"
한양공작맨션앞,12833.2862,3556.152,1,708
한양공작맨션건너,12833.2915,3556.1334,1,708
한양코스모스아파트앞,12833.2691,3555.998,1,708
한양코스모스아파트건너,12833.2643,3555.9761,1,708
칠곡에덴타운건너,12833.078204,3555.942989,6,"708, 719, 726, 937, 939, 칠곡1-1"
칠곡에덴타운앞,12833.1124,3555.9339,7,"708, 719, 726, 937, 939, 칠곡1, 칠곡3"
한국농어촌공사앞,12833.456,3555.8923,6,"708, 719, 937, 939, 급행7, 칠곡3"
한국농어촌공사건너,12833.4316,3555.9064,7,"708, 719, 726, 937, 939, 급행7, 칠곡1-1"
칠곡화성타운건너,12833.6359,3555.8786,4,"708, 719, 939, 칠곡3"
칠곡화성타운앞1,12833.6175,3555.8894,4,"708, 719, 937, 939"
칠곡청구타운앞,12833.6183,3555.7315,4,"708, 719, 칠곡1, 칠곡3"
구암초등학교앞,12833.47394,3555.620965,4,"708, 719, 칠곡1, 칠곡3"
구암초등학교건너,12833.5403,3555.6617,3,"708, 719, 칠곡1-1"
구암가구골목1,12833.3442,3555.5198,4,"708, 719, 칠곡1, 칠곡3"
구암가구골목2,12833.403086,3555.547034,3,"708, 719, 칠곡1-1"
구암역(운전면허시험장)1,12833.086522,3555.515288,5,"708, 719, 북구1, 칠곡1, 칠곡3"
구암역(운전면허시험장)2,12833.08596,3555.507263,4,"708, 719, 북구1, 칠곡1-1"
구암교1,12832.9216,3555.5296,5,"708, 719, 북구1, 칠곡1, 칠곡3"
구암교2,12832.9109,3555.5292,4,"708, 719, 북구1, 칠곡1-1"
팔달신시장2,12833.901,3553.4726,4,"북구1, 북구3, 서구1, 순환3"
노원119안전센터앞,12834.017794,3553.532892,4,"북구1, 북구3, 서구1, 순환3"
노원119안전센터건너,12833.993743,3553.536219,4,"북구1, 북구3, 서구1-1, 순환3-1"
한국로봇산업진흥원건너,12834.24478,3553.663144,3,"북구1, 서구1, 순환3"
한국로봇산업진흥원앞,12834.351308,3553.741491,4,"북구1, 서구1-1, 순환3-1, 칠곡2"
국민은행3공단지점건너,12834.466,3553.798,4,"북구1, 서구1, 순환3, 칠곡2"
국민은행3공단지점앞,12834.5415,3553.8455,4,"북구1, 서구1-1, 순환3-1, 칠곡2"
노원네거리(대구은행앞),12834.7511,3554.027,2,"356, 403"
노원네거리(대구은행건너),12834.7586,3554.0145,2,"356, 403"
노원네거리3(기업은행),12834.741706,3553.91823,2,"356, 서구1"
노원네거리4(기업은행),12834.750106,3553.906995,2,"356, 서구1-1"
침산동화타운앞,12834.6823,3553.667,2,"356, 서구1-1"
침산동화타운건너,12834.6823,3553.6924,2,"356, 서구1"
노원동화타운앞,12834.6221,3553.4868,2,"356, 서구1"
노원동화타운건너,12834.6224,3553.4786,2,"356, 서구1-1"
원대오거리북편1,12834.5748,3553.3251,2,"356, 서구1"
원대오거리북편2,12834.581,3553.3333,2,"356, 서구1-1"
원대역1,12834.424067,3553.281435,13,"234, 250, 309, 323-1, 356, 527, 708, 719, 730, 750, 북구3, 북구4, 칠곡2"
팔달시장앞,12834.1935,3553.315,14,"234, 250, 309, 323-1, 356, 527, 708, 719, 730, 750, 급행3, 북구3, 북구4, 칠곡2"
팔달신시장,12833.9421,3553.3533,13,"234, 250, 309, 323-1, 356, 527, 708, 719, 730, 750, 북구3, 북구4, 칠곡2"
대구역북편네거리1,12835.7278,3552.7104,8,"304, 410, 503, 623, 653, 706, 730, 북구2"
대구역북편네거리2,12835.7171,3552.7077,7,"304, 410-1, 503, 623, 653, 706, 북구2"
대구도시공사앞,12835.2837,3553.0256,8,"300, 323, 523, 708, 730, 동구2, 북구4, 칠곡2"
홈플러스대구점건너,12835.781702,3552.866696,5,"410, 503, 653, 706, 급행2"
홈플러스대구점앞,12835.7637,3552.8682,6,"410-1, 503, 653, 706, 급행2, 북구4"
침산코오롱하늘채건너,12835.8524,3553.1204,6,"323, 410, 503, 523, 653, 706"
침산코오롱하늘채앞,12835.846937,3553.132806,7,"323-1, 410-1, 503, 523, 653, 706, 북구4"
침산네거리1,12835.6037,3553.2659,4,"300, 836, 동구2, 북구4"
침산네거리2,12835.6025,3553.2701,3,"300, 836, 동구2"
침산중학교앞,12835.277171,3553.339783,2,"101-1, 939"
침산중학교건너,12835.265,3553.3367,1,101
북대구세무서건너,12834.979,3553.3445,3,"101-1, 730, 939"
북대구세무서앞,12834.9698,3553.2837,3,"101, 730, 939"
북부경찰서건너,12834.9255,3553.1579,3,"101-1, 730, 939"
북구청역(3번출구),12834.865254,3552.985112,7,"101-1, 300, 523, 939, 급행3, 동구2, 북구3"
북구청역(4번출구),12834.889671,3553.00972,7,"101, 300, 523, 939, 급행3, 동구2, 북구3"
고성아파트건너(서편),12834.8182,3552.8266,6,"101-1, 300, 523, 836, 939, 동구2"
고성아파트(서편),12834.835,3552.8348,7,"101, 300, 523, 836, 939, 동구2, 북구3"
고성지구대1,12835.3402,3552.7602,2,"349, 708"
고성지구대2,12835.3316,3552.7677,3,"234, 349, 708"
대구역서희스타힐스건너,12835.380244,3552.722041,2,"730, 북구3"
칠성우방타운,12835.533049,3552.806698,2,"730, 북구4"
DGB대구은행파크동편건너,12835.378521,3552.874908,5,"349, 708, 730, 836, 북구4"
DGB대구은행파크동편앞,12835.356148,3552.858286,4,"349, 708, 730, 836"
오페라삼정그린코아APT,12835.442316,3553.079295,6,"300, 349, 836, 동구2, 북구4, 칠곡2"
이마트칠성점앞,12835.422287,3553.073313,5,"300, 349, 836, 동구2, 칠곡2"
대구은행제2본점앞,12835.2688,3553.0357,8,"300, 323-1, 523, 708, 730, 동구2, 북구4, 칠곡2"
북구청앞,12835.0212,3553.0875,8,"300, 323-1, 523, 708, 730, 동구2, 북구4, 칠곡2"
북구청건너,12835.0031,3553.0858,8,"300, 323, 523, 708, 730, 동구2, 북구4, 칠곡2"
북구청네거리2,12834.8379,3553.1418,6,"323-1, 523, 708, 북구3, 북구4, 칠곡2"
서구제일사회복지관건너,12834.6889,3553.2052,6,"323-1, 523, 708, 북구3, 북구4, 칠곡2"
KT북대구지사건너,12834.9245,3552.8709,2,"234, 836"
KT북대구지사앞,12834.9837,3552.8639,2,"234, 836"
DGB대구은행파크남편건너,12835.192494,3552.812662,2,"234, 836"
DGB대구은행파크남편앞,12835.195104,3552.822075,2,"234, 836"
북침산치안센터건너,12834.765108,3553.315892,3,"719, 730, 순환2"
북침산치안센터앞,12834.8129,3553.3384,3,"719, 730, 순환2-1"
침산초등학교앞,12835.1061,3553.4223,2,"719, 순환2-1"
침산초등학교건너,12835.1401,3553.437,3,"719, 939, 순환2"
북구보건소앞,12835.2309,3553.4614,2,"719, 순환2-1"
북구보건소건너,12835.2831,3553.4773,2,"719, 순환2"
침산3동행정복지센터,12835.39524,3553.479886,4,"101-1, 349, 939, 칠곡2"
명성푸르지오앞,12835.467,3553.3463,4,"101-1, 349, 939, 칠곡2"
명성푸르지오건너,12835.4761,3553.3403,3,"101, 349, 칠곡2"
침산화성파크드림앞,12835.474228,3553.532659,4,"101, 403, 719, 순환2"
침산화성파크드림건너,12835.484405,3553.545034,6,"101-1, 349, 403, 719, 939, 순환2-1"
성북교1,12835.6754,3553.5439,6,"101, 403, 623, 653, 719, 순환2"
성북교2,12835.6704,3553.5568,6,"101-1, 403, 623, 653, 719, 순환2-1"
시청별관건너1,12835.869245,3553.443813,7,"101, 403, 623, 653, 719, 급행2, 순환2"
시청별관앞(구.경북도청),12835.8858,3553.448,7,"101-1, 403, 623, 653, 719, 급행2, 순환2-1"
성북시장건너,12835.6721,3553.6976,4,"623, 653, 순환2, 순환2-1"
성북시장앞,12835.6918,3553.7418,6,"349, 623, 653, 939, 순환2, 순환2-1"
대산초등학교건너,12835.740345,3553.867765,4,"623, 653, 순환2, 순환2-1"
대산초등학교앞,12835.723309,3553.852185,6,"349, 623, 653, 939, 순환2, 순환2-1"
산격주공아파트건너,12835.7828,3554.0362,5,"623, 653, 급행2, 순환2, 순환2-1"
산격주공아파트앞,12835.7824,3554.0229,7,"349, 623, 653, 939, 급행2, 순환2, 순환2-1"
연암네거리1,12835.8425,3554.1089,7,"623, 653, 939, 북구1, 순환2, 순환2-1, 순환3"
연암네거리2,12835.8425,3554.1158,2,"북구1, 순환3-1"
백사벌네거리1,12835.3366,3553.9689,2,"403, 칠곡2"
백사벌네거리2,12835.340812,3553.988306,4,"349, 403, 939, 칠곡2"
무림제지앞1,12835.3695,3553.7694,2,"403, 칠곡2"
북부상수도사업소,12835.3662,3553.7934,3,"349, 403, 칠곡2"
무림제지건너,12835.3882,3553.6335,3,"349, 403, 칠곡2"
침산초등학교후문,12835.2059,3553.5847,1,939
경상여자고등학교건너,12835.2644,3554.0609,4,"403, 북구1, 순환3-1, 칠곡2"
경상여자고등학교앞,12835.2424,3554.0567,4,"403, 북구1, 순환3, 칠곡2"
침산남영타운건너,12835.1126,3554.0528,4,"403, 북구1, 순환3-1, 칠곡2"
침산남영타운앞,12835.1117,3554.0453,4,"403, 북구1, 순환3, 칠곡2"
노원네거리1(오봉새마을금고앞),12834.820988,3553.989407,4,"403, 북구1, 순환3-1, 칠곡2"
노원네거리2(오봉새마을금고건너),12834.826103,3553.975786,4,"403, 북구1, 순환3, 칠곡2"
만평역(서대구고속버스터미널)1,12833.5597,3553.4091,12,"250, 250-1, 527, 708, 719, 724, 726, 730, 750, 북구1, 북구4, 칠곡2"
만평역(서대구고속버스터미널)2,12833.562495,3553.398547,11,"200, 250, 250-1, 300 , 527, 708, 719, 724, 726, 730, 750"
이마트트레이더스건너,12833.375787,3553.43971,12,"250, 250-1, 527, 708, 719, 724, 726, 730, 750, 북구1, 북구4, 칠곡2"
이마트트레이더스앞,12833.339936,3553.429042,14,"200, 250, 250-1, 300 , 527, 708, 719, 724, 726, 730, 750, 북구1, 북구4, 칠곡2"
공단역1,12833.243237,3553.499344,14,"200, 250, 250-1, 300 , 527, 708, 719, 724, 726, 730, 750, 북구1, 북구4, 칠곡2"
대백인터빌앞,12832.918935,3553.896196,15,"200, 250, 250-1, 300 , 527, 708, 719, 724, 726, 730, 750, 급행3, 북구1, 북구4, 칠곡2"
대백인터빌건너,12832.896693,3553.900049,15,"200, 250, 250-1, 300 , 527, 708, 719, 724, 726, 730, 750, 급행3, 북구1, 북구4, 칠곡2"
코스트코홀세일건너/복현화성타운앞,12837.099589,3554.323425,9,"101, 304, 306, 323, 323-1, 413, 523, 623, 937"
코스트코홀세일앞/복현화성타운건너,12837.118441,3554.358361,9,"101-1, 304, 306, 323, 323-1, 413, 523, 623, 937"
검단유성아파트건너,12837.2391,3554.4327,7,"300, 523, 623, 653, 북구1, 순환2, 순환2-1"
검단유성아파트앞,12837.2223,3554.4308,7,"300, 523, 623, 653, 북구1, 순환2, 순환2-1"
성광고등학교앞,12837.4634,3554.599,7,"300, 523, 623, 653, 북구1, 순환2, 순환2-1"
성광고등학교건너,12837.4496,3554.5975,7,"300, 523, 623, 653, 북구1, 순환2, 순환2-1"
검단동행정복지센터앞,12837.554206,3554.777557,5,"300, 523, 623, 순환2, 순환2-1"
검단동행정복지센터건너,12837.54416,3554.779083,5,"300, 523, 623, 순환2, 순환2-1"
검단상가아파트건너,12837.5778,3554.9953,2,"653, 북구1"
농수산물도매시장앞,12832.7967,3554.1894,8,"250-1, 527, 708, 719, 724, 726, 750, 북구1"
검단유성아파트(서편),12837.117,3554.4182,10,"304, 306, 323, 323-1, 413, 503, 653, 937, 순환2, 순환2-1"
경동산업앞,12836.7218,3554.6799,1,300
대구우편집중국앞,12836.8973,3554.5895,9,"300, 304, 306, 323, 323-1, 413, 503, 653, 937"
엑스코건너,12836.636055,3554.468711,9,"300, 304, 306, 323, 323-1, 413, 503, 653, 937"
텍스빌,12836.5601,3554.4102,8,"304, 306, 323, 323-1, 413, 503, 653, 937"
복현네거리,12837.428404,3553.509214,4,"323-1, 413, 836, 순환3-1"
복현푸르지오아파트건너,12837.4207,3553.5004,4,"323, 413, 836, 순환3"
영진고등학교앞,12837.2803,3553.5744,9,"323-1, 410-1, 413, 719, 836, 937, 북구1, 북구2, 순환3-1"
영진고등학교건너,12837.2009,3553.6106,7,"323, 410, 413, 836, 937, 북구2, 순환3"
영진전문대학교후문앞,12837.1246,3553.6869,9,"323-1, 410-1, 413, 719, 836, 937, 북구1, 북구2, 순환3-1"
영진전문대학교후문건너,12837.0865,3553.701,9,"323, 410, 413, 719, 836, 937, 북구1, 북구2, 순환3"
복현오거리1,12836.937,3553.82,9,"323, 410, 413, 719, 836, 937, 북구1, 북구2, 순환3"
신세계병원건너,12836.8453,3553.8904,9,"101-1, 304, 323-1, 623, 706, 836, 북구1, 북구2, 순환3-1"
신세계병원앞,12836.8034,3553.9002,9,"101, 304, 323, 623, 706, 836, 북구1, 북구2, 순환3"
산격대우아파트앞,12836.6928,3553.9536,9,"101-1, 304, 323-1, 623, 706, 836, 북구1, 북구2, 순환3-1"
산격종합시장앞,12836.6318,3553.9631,9,"101, 304, 323, 623, 706, 836, 북구1, 북구2, 순환3"
산격중학교앞,12836.5067,3554.0573,5,"623, 706, 북구1, 북구2, 순환3-1"
산격중학교건너,12836.5128,3554.0363,5,"623, 706, 북구1, 북구2, 순환3"
상수도사업본부시설관리소건너,12836.157,3554.1475,7,"623, 653, 939, 북구1, 순환2, 순환2-1, 순환3-1"
상수도사업본부시설관리소앞,12836.1842,3554.1418,3,"623, 북구1, 순환3"
대원유치원앞,12836.407652,3553.900152,4,"101-1, 304, 323-1, 836"
대원유치원건너,12836.399783,3553.881812,4,"101, 304, 323, 836"
산격초등학교건너,12836.3151,3553.7243,4,"101-1, 304, 323-1, 836"
산격초등학교앞,12836.318372,3553.665263,4,"101, 304, 323, 836"
산격4동행정복지센터앞,12836.308183,3553.58785,4,"101-1, 304, 323-1, 836"
산격4동행정복지센터건너,12836.317418,3553.523656,1,323
경북대학교체육센터건너2,12836.306796,3553.45299,1,323-1
경북대체육센터앞,12836.2876,3553.4091,6,"300, 306, 410, 523, 706, 719"
경북대학교서문건너,12836.1787,3553.3358,7,"300, 306, 323-1, 410-1, 523, 706, 719"
경북대학교서문앞,12836.181526,3553.329059,7,"300, 306, 323, 410, 523, 706, 719"
산격청구맨션앞,12836.0666,3553.3776,8,"300, 304, 323-1, 403, 623, 706, 719, 순환2-1"
시청별관건너2,12836.0115,3553.3983,7,"300, 323, 403, 623, 706, 719, 순환2"
실내체육관건너,12836.1531,3553.5097,3,"101, 304, 836"
실내체육관앞,12836.1529,3553.5094,3,"101-1, 304, 836"
기독교방송국건너,12835.8922,3553.2695,5,"300, 323-1, 653, 706, 836"
기독교방송국앞,12835.9015,3553.2795,5,"300, 323, 653, 706, 836"
오뚜기물류센터,12836.4655,3554.554,1,300
엑스코앞,12836.7477,3554.4968,8,"304, 306, 323, 323-1, 413, 503, 653, 937"
동침산네거리,12835.9621,3553.1923,4,"410, 503, 523, 동구2"
북구선거관리위원회건너,12836.122833,3553.228081,5,"304, 410-1, 523, 623, 급행6"
북구선거관리위원회앞,12836.135753,3553.240879,8,"304, 306, 403, 410, 523, 623, 급행6, 순환2-1"
경대교앞,12836.0458,3553.1623,2,"304, 623"
경대교건너,12836.0319,3553.1375,2,"304, 623"
새동네아파트건너,12836.108128,3552.836789,4,"304, 623, 동구3, 팔공1"
새동네아파트앞,12836.0507,3552.9488,2,"304, 623"
칠성시장(전자상가앞),12836.1673,3552.7141,5,"304, 623, 가창2, 동구3, 팔공1"
칠성시장(전자상가건너),12836.1776,3552.7224,4,"304, 623, 동구3, 팔공1"
칠성시장(농협앞),12836.2113,3552.6308,5,"가창2, 동구2, 동구3, 북구2, 팔공1"
칠성시장(농협건너),12836.2102,3552.6391,4,"동구2, 동구3, 북구2, 팔공1"
칠성꽃도매시장앞,12836.0758,3552.5598,3,"808, 급행6, 동구2"
칠성시장건너,12836.3403,3552.4908,11,"101-1, 156, 306, 401, 403, 524, 618, 650, 708, 980, 급행1"
칠성시장앞1,12836.321096,3552.477925,12,"101, 156, 306, 401, 403, 524, 618, 650, 708, 980, 가창2, 급행1"
농협중앙회앞,12836.4321,3552.6592,13,"156, 306, 401, 403, 524, 618, 650, 708, 808, 980, 동구3, 북구2, 팔공1"
강남약국건너,12836.644,3552.7989,14,"156, 306, 401, 403, 524, 618, 650, 708, 808, 980, 급행1, 동구3, 북구2, 팔공1"
동대구시장건너,12836.6428,3552.9377,5,"306, 403, 503, 동구2, 순환2-1"
동대구시장앞,12836.5569,3552.9498,5,"306, 403, 503, 동구2, 순환2"
대일아파트건너,12836.4014,3553.0266,5,"306, 403, 503, 동구2, 순환2-1"
대일아파트앞,12836.3586,3553.0434,5,"306, 403, 503, 동구2, 순환2"
경북대체육센터건너,12836.3968,3553.4695,6,"300, 306, 410-1, 523, 706, 719"
경북대학교북문앞,12836.6104,3553.5923,7,"300, 306, 410, 523, 706, 719, 급행6"
경북대학교북문건너,12836.586,3553.5774,7,"300, 306, 410-1, 523, 706, 719, 급행6"
복현우체국앞,12836.7783,3553.7434,6,"300, 306, 410, 523, 706, 719"
복현우체국건너,12836.821,3553.7842,6,"300, 306, 410-1, 523, 706, 719"
복현오거리2,12836.9141,3553.9009,9,"101, 304, 306, 323, 323-1, 413, 523, 623, 937"
건영아파트건너,12836.908,3553.9696,9,"101-1, 304, 306, 323, 323-1, 413, 523, 623, 937"
복현대백맨션앞,12836.9644,3554.0951,9,"101, 304, 306, 323, 323-1, 413, 523, 623, 937"
복현대백맨션건너,12836.9659,3554.1397,9,"101-1, 304, 306, 323, 323-1, 413, 523, 623, 937"
복현오거리3,12836.9659,3553.8654,1,300
북중학교앞,12837.2086,3553.9162,3,"300, 503, 급행6"
복현장미맨션앞,12837.1212,3553.9079,3,"300, 503, 급행6"
명문세가APT앞,12837.429066,3553.866027,4,"503, 719, 동구2, 북구1"
명문세가APT건너,12837.4329,3553.8799,4,"503, 719, 동구2, 북구1"
영진전문대학교정문앞,12837.4359,3553.6659,4,"503, 719, 동구2, 북구1"
영진전문대학교정문건너,12837.4268,3553.6472,4,"503, 719, 동구2, 북구1"
복현서한2차아파트,12837.504305,3553.985935,3,"101-1, 719, 동구2"
복현우방아파트,12837.4603,3553.9642,3,"101, 719, 동구2"
칠곡2차영남타운건너,12833.7142,3555.981,2,"937, 칠곡1-1"
칠곡2차영남타운앞,12833.6968,3555.9632,2,"937, 칠곡1"
칠곡3차화성타운3,12833.7084,3556.1957,1,726
칠곡3차화성타운1,12833.6866,3556.1964,1,726
대구우편집중국(동편),12836.9339,3554.6566,1,300
동원약품,12837.01626,3554.533999,8,"304, 306, 323, 323-1, 413, 503, 653, 937"
성화여고건너,12837.093635,3554.137033,4,"101, 300, 503, 북구1"
성화여고앞,12837.102258,3554.116535,4,"101-1, 300, 503, 북구1"
경명여고앞,12835.9269,3552.7338,3,"304, 623, 북구2"
경명여고건너,12836.0314,3552.7207,3,"304, 623, 북구2"
무태네거리(시외방향),12835.978262,3554.946206,6,"503, 706, 937, 939, 급행2, 북구2"
무태네거리(시내방향),12835.960761,3554.912932,6,"503, 706, 937, 939, 급행2, 북구2"
무태조야동행정복지센터앞2,12835.951697,3555.320151,2,"706, 급행2"
무태조야동행정복지센터건너2,12835.97797,3555.284971,3,"706, 937, 급행2"
연경1,12837.092305,3556.537331,1,북구2
복현현대맨션앞,12837.0621,3553.9837,1,503
복현현대맨션건너,12837.0682,3553.9867,1,503
칠성시장역(서문프라자앞),12836.3061,3552.5655,7,"808, 가창2, 동구2, 동구3, 북구2, 북구3, 팔공1"
칠성시장역(서문프라자건너),12836.3093,3552.5688,6,"808, 동구2, 동구3, 북구2, 북구3, 팔공1"
노곡동,12833.8023,3554.3398,2,"북구3, 칠곡2"
조야동(종점),12834.5986,3554.6485,2,"356, 403"
연암네거리3,12835.9391,3554.1313,5,"623, 653, 939, 순환2, 순환2-1"
보성기계건너,12834.1109,3553.8794,2,"북구3, 칠곡2"
보성기계앞,12834.0916,3553.9007,2,"북구3, 칠곡2"
한국로봇산업진흥원후문앞,12834.243535,3553.719427,2,"북구3, 칠곡2"
한국로봇산업진흥원후문건너,12834.242216,3553.735443,2,"북구3, 칠곡2"
고성아파트건너,12834.9171,3552.7907,1,북구3
고성아파트앞,12834.9094,3552.7997,1,북구3
시민교회앞,12835.1836,3552.7634,1,북구3
시민교회건너,12835.1389,3552.763,1,북구3
대구역서희스타힐스앞,12835.387515,3552.730128,1,북구3
대구소방본부건너,12835.5768,3552.6942,1,북구3
도시철도대구역,12835.8275,3552.6374,1,북구3
홈플러스칠곡점앞,12833.367281,3556.72825,7,"706, 730, 북구1, 칠곡1, 칠곡2, 칠곡4, 칠곡5"
칠곡네스빌,12833.5241,3556.7404,1,북구1
동화골든빌(북편),12833.7296,3556.7746,1,북구1
홈플러스칠곡점건너,12833.3741,3556.7415,7,"706, 730, 북구1, 칠곡1-1, 칠곡2, 칠곡4, 칠곡5"
칠곡주공그린빌1단지건너,12834.6516,3556.9854,3,"706, 칠곡1-1, 칠곡5"
칠곡주공그린빌1단지앞,12834.6408,3556.9668,4,"706, 북구1, 칠곡1, 칠곡5"
동천역1,12833.4431,3556.2341,1,칠곡1
동천역2,12833.460303,3556.22233,1,칠곡1-1
거동교1,12833.1534,3556.815,6,"706, 730, 북구1, 칠곡2, 칠곡4, 칠곡5"
