정류소명,X좌표,Y좌표,경유노선수,경유노선
상인자이앞,12831.7475,3549.3001,3,"306, 623, 달서1"
아너스월성앞,12831.7437,3549.3049,3,"306, 623, 달서1"
보성은하타운앞,12832.0914,3549.4408,1,653
월성영남맨션앞,12832.0862,3549.4416,1,653
달서공고앞,12832.2944,3549.4881,1,653
달서공고건너,12832.3344,3549.5014,1,653
진천역(1번출구),12831.3096,3548.8235,8,"600, 609, 623, 650, 651, 836, 달서5, 달성2"
진천역(2번출구),12831.2652,3548.8088,10,"600, 609, 623, 650, 651, 836, 달서5, 달성2, 성서1, 성서1-1"
유천교(유천치안센터건너),12831.0165,3548.6923,7,"600, 623, 650, 651, 836, 달서5, 달성2"
유천교(유천치안센터앞),12831.0287,3548.6919,9,"600, 623, 650, 651, 836, 달서5, 달성2, 성서1, 성서1-1"
진천청구타운앞,12831.502116,3548.729025,4,"306, 600, 성서1, 성서1-1"
진천청구타운건너,12831.5069,3548.7375,1,306
진월초등학교건너,12831.5795,3548.6052,4,"306, 600, 성서1, 성서1-1"
진월초등학교앞,12831.5841,3548.6032,1,306
대곡주공8단지건너,12831.8302,3548.4384,6,"618, 653, 706, 726, 달서1, 달서3"
대곡주공8단지앞,12831.755681,3548.461498,6,"618, 653, 706, 726, 달서1, 달서3"
교대부설초등학교건너,12831.890597,3548.351848,5,"618, 653, 726, 달서1, 달서3"
교대부설초등학교앞,12831.9064,3548.3219,5,"618, 653, 726, 달서1, 달서3"
대곡주공7단지앞,12832.0209,3548.26,5,"618, 653, 726, 달서1, 달서3"
대곡주공6단지앞,12832.013452,3548.268281,5,"618, 653, 726, 달서1, 달서3"
대곡강산타운건너,12832.119047,3548.309294,7,"306, 618, 649, 653, 726, 달서1, 달서3"
대곡중학교앞,12831.9959,3548.4204,1,706
대곡중학교건너,12831.9709,3548.4324,1,706
대곡사계절타운건너,12832.2855,3548.3955,5,"649, 653, 706, 달서1, 달서3"
대곡사계절타운앞,12832.301869,3548.404402,5,"649, 653, 706, 달서1, 달서3"
대곡주공2단지앞,12832.4245,3548.3781,5,"649, 653, 706, 달서1, 달서3"
대곡주공1단지앞,12832.4409,3548.3921,5,"649, 653, 706, 달서1, 달서3"
기업은행대곡지점앞,12832.1599,3548.5045,3,"306, 618, 726"
기업은행대곡지점건너,12832.1488,3548.4841,3,"306, 618, 726"
월배중학교건너,12832.0987,3548.8802,2,"356, 618"
월배중학교앞,12832.1551,3548.8338,2,"356, 618"
상인삼미타운건너,12831.9952,3548.9739,2,"356, 618"
상인삼미타운앞,12831.9969,3548.9762,2,"356, 618"
상인현대맨션건너,12832.3305,3549.0573,7,"649, 653, 706, 726, 달서1, 달서3, 달서4-1"
상인초등학교앞,12832.5066,3548.8663,5,"649, 706, 726, 달서3, 달서4-1"
상인동서타운앞,12832.632831,3548.784157,5,"649, 706, 726, 달서3, 달서4"
보성산호타운앞,12832.6321,3548.7174,2,"356, 726"
상인역모아엘가파크뷰아파트앞,12832.6008,3548.6997,2,"356, 726"
대동시장1,12832.302814,3548.682266,2,"356, 726"
대동시장2,12832.2635,3548.6816,2,"356, 726"
상인동화아이위시아파트앞,12832.757769,3548.645795,3,"356, 649, 706"
상인동화아이위시아파트건너,12832.80574,3548.618748,3,"356, 649, 706"
월곡네거리,12832.8761,3548.5302,1,649
월배농협대덕지점건너,12832.7264,3548.7621,2,"달서3, 달서4-1"
상인한서타운앞,12832.8229,3548.831,2,"달서3, 달서4"
상인청구타운건너,12832.7811,3548.9562,2,"653, 달서1"
상인청구타운앞,12832.7846,3548.9437,2,"653, 달서1"
월촌초등학교앞,12832.6312,3548.9332,2,"653, 달서1"
월촌초등학교건너,12832.6336,3548.9314,2,"653, 달서1"
감삼네거리2,12832.9485,3551.2713,9,"156, 250, 356, 425, 503, 509, 527, 달서4, 성서2"
국민건강보험공단건너,12833.4936,3551.392,4,"503, 623, 급행6, 순환3-1"
국민건강보험공단앞,12833.5461,3551.3457,4,"503, 623, 급행6, 순환3"
이월드(구.우방랜드)정문,12833.6302,3551.2592,3,"503, 623, 순환3"
두류도서관앞,12833.6587,3551.2045,3,"503, 623, 순환3-1"
현대해상앞,12833.6733,3551.5341,6,"156, 250, 509, 527, 달서4, 성서2"
반고개2,12834.1168,3551.663,7,"156, 250, 323-1, 509, 527, 급행6, 성서2"
서대구시장앞,12834.4031,3551.6412,3,"509, 618, 순환2-1"
서대구시장건너,12834.406125,3551.657593,4,"509, 618, 808, 순환2"
성남초등학교앞,12834.289,3551.1891,2,"달서4-1, 서구1-1"
성남초등학교건너,12834.2834,3551.188,2,"달서4, 서구1"
이월드(구.우방랜드)후문건너,12834.0781,3551.3326,2,"달서4-1, 서구1-1"
이월드(구.우방랜드)후문앞,12834.09,3551.3234,2,"달서4, 서구1"
두류보성맨션앞,12833.9177,3551.4808,3,"653, 달서4-1, 서구1-1"
두류보성맨션건너,12833.9137,3551.491,3,"653, 달서4, 서구1"
장동초등학교앞,12831.9741,3550.6176,2,"518, 달서4-1"
금봉네거리1,12833.1205,3550.6024,4,"306, 653, 750, 서구1-1"
남부초등학교앞2,12832.975303,3550.609957,4,"306, 653, 750, 서구1"
금봉네거리2,12833.176511,3550.563294,3,"306, 750, 서구1"
대구해올중고교건너,12833.166991,3550.368744,3,"306, 750, 서구1-1"
대구해올중고교앞,12833.174009,3550.363789,3,"306, 750, 서구1"
청구그린맨션1차건너,12832.972997,3550.237981,5,"518, 564, 618, 651, 726"
청구그린맨션1차앞,12832.9739,3550.2232,5,"518, 564, 618, 651, 726"
서부정류장역2(1번출구),12833.319816,3550.225498,2,"618, 급행6"
서부정류장1,12833.3851,3550.2522,9,"306, 518, 564, 618, 651, 726, 750, 급행6, 서구1"
서부정류장역1(1번출구),12833.3531,3550.23362,7,"306, 518, 564, 651, 726, 750, 서구1-1"
한영한마음아동병원건너,12833.290295,3550.047694,9,"600, 609, 623, 649, 650, 706, 726, 836, 달성2"
송현제림타운건너,12833.0573,3550.0225,3,"609, 623, 706"
송현제림타운앞,12833.027,3550.0307,3,"609, 623, 706"
송현역(4번출구),12833.176546,3549.955137,7,"600, 649, 650, 726, 836, 달서4, 달성2"
송현역(3번출구),12833.165,3549.9293,7,"600, 649, 650, 726, 836, 달서4-1, 달성2"
송현역(1번출구),12833.062303,3549.825074,7,"600, 649, 650, 726, 836, 달서4, 달성2"
송현역(2번출구),12833.0179,3549.7522,7,"600, 649, 650, 726, 836, 달서4-1, 달성2"
송현1동치안센터건너,12832.95671,3549.700859,7,"600, 649, 650, 726, 836, 달서4, 달성2"
앞산청구제네스앞,12832.9049,3549.6208,7,"600, 649, 650, 726, 836, 달서4-1, 달성2"
앞산청구제네스건너,12832.87139,3549.600314,7,"600, 649, 650, 726, 836, 달서4, 달성2"
중소기업지원센터,12833.3213,3549.9451,1,달서4-1
송현공원건너,12833.3929,3549.8185,1,달서4-1
송현공원앞,12833.3692,3549.8427,2,"750, 달서4"
장관빌라건너,12833.5311,3549.7216,2,"750, 달서4"
장관빌라앞,12833.5734,3549.6842,1,달서4-1
송현교,12833.3645,3549.5659,1,달서4-1
대덕승마장건너,12833.220998,3549.4107,1,달서4-1
대덕승마장앞,12833.222397,3549.383937,1,달서4-1
청소년수련원건너,12833.1114,3549.2656,1,달서4-1
대서초등학교앞,12833.0478,3549.2235,1,달서4
청소년수련원앞,12833.062,3549.1854,1,달서4-1
월촌고가교2,12832.9184,3548.8847,1,달서4-1
월촌고가교1,12832.9382,3548.906,1,달서4
상인제림아파트앞,12832.904794,3548.792667,3,"653, 달서1, 달서3"
상인제림아파트건너,12832.9144,3548.8005,3,"653, 달서1, 달서3"
상인비둘기1단지아파트건너,12833.076739,3548.548686,3,"653, 달서1, 달서3"
상인비둘기1단지아파트앞,12833.075188,3548.562322,3,"653, 달서1, 달서3"
상인은행아파트건너,12833.025388,3548.501688,5,"356, 653, 706, 달서1, 달서3"
보훈병원건너,12833.036887,3548.141301,1,356
보훈병원앞,12833.0521,3548.1765,1,356
상인비둘기2단지아파트앞,12833.288915,3548.507555,5,"356, 653, 706, 달서1, 달서3"
상인장미아파트앞,12833.382445,3548.484156,5,"356, 653, 706, 달서1, 달서3"
앞산궁도장건너,12833.6534,3549.6945,2,"750, 달서4"
두류공원네거리1,12833.9709,3550.8812,3,"503, 623, 순환3"
두류공원네거리2,12833.9615,3550.8709,3,"503, 623, 순환3-1"
두리봉네거리1,12833.505581,3550.339231,6,"609, 618, 650, 706, 836, 남구1-1"
중앙일보앞,12830.7495,3550.1564,2,"156, 564"
본리초교네거리1,12832.127019,3550.6171,2,"518, 달서4-1"
본리초교네거리2,12832.123234,3550.60788,2,"518, 달서4"
성곡중학교건너,12831.2874,3551.6557,1,524
성곡중학교앞,12831.2959,3551.6544,1,524
용산1동행정복지센터건너,12831.827272,3551.33223,3,"527, 달서3, 성서3"
용산1동행정복지센터앞,12831.844586,3551.302548,3,"527, 달서3, 성서3"
우방죽전타운건너,12831.82904,3551.075346,2,"527, 달서3"
우방죽전타운앞1,12831.8366,3551.0717,1,527
세강병원앞,12833.133,3550.2189,5,"518, 564, 618, 651, 726"
상인우방아파트,12832.4815,3548.899,7,"649, 653, 706, 726, 달서1, 달서3, 달서4"
토지주택공사건너,12832.748,3548.505,5,"649, 653, 706, 달서1, 달서3"
토지주택공사앞,12832.6877,3548.4871,5,"649, 653, 706, 달서1, 달서3"
월광수변공원,12832.9272,3547.9085,1,356
장기초록나라앞,12831.8352,3550.692,3,"518, 805, 달서3"
장동초등학교건너,12831.919715,3550.609712,2,"518, 달서4"
강창역(1번출구),12828.6255,3551.1963,8,"250, 524, 527, 564, 655, 급행1, 성서1, 성서2"
호산초등학교앞,12828.688,3550.9388,1,성서1
삼성래미안1차앞,12831.1404,3548.4732,6,"653, 급행7, 급행8, 달서1, 달서4, 달서4-1"
삼성래미안1차건너,12831.1249,3548.5004,10,"600, 653, 7250, 급행7, 급행8, 달서1, 달서4, 달서4-1, 성서1, 성서1-1"
용산종합큰시장건너,12831.828585,3551.477197,3,"527, 달서3, 성서3"
용산종합큰시장앞,12831.8398,3551.4334,3,"527, 달서3, 성서3"
삼성래미안2차앞,12831.4147,3548.4513,6,"653, 달서1, 달서3, 달서4, 달서4-1, 달서5"
롯데백화점상인점건너,12832.3585,3549.1675,5,"600, 618, 650, 836, 달성2"
희성전자앞,12828.6896,3550.7156,1,성서1
계명대역(2번출구),12829.3182,3551.1013,6,"250, 524, 527, 564, 655, 성서2"
대곡역(한라하우젠트건너),12830.76362,3548.5187,5,"623, 653, 급행8, 달서5, 달성1"
대곡역(한라하우젠트앞),12830.7615,3548.5356,3,"623, 653, 달서5"
삼성래미안2차건너,12831.4072,3548.4782,10,"600, 653, 7250, 달서1, 달서3, 달서4, 달서4-1, 달서5, 성서1, 성서1-1"
은행APT입구,12832.9756,3548.4303,1,356
월성주공4단지앞1,12831.8758,3549.9508,2,"달서3, 달서4"
현대백조아파트앞,12831.844886,3550.473501,2,"달서3, 달서4"
대구전자공업고등학교1,12831.8388,3550.839,3,"518, 805, 달서3"
장기초등학교,12831.695647,3550.68919,1,805
용산2동행정복지센터건너,12831.381414,3551.534281,6,"503, 523, 527, 급행1, 달서3, 성서3"
성서우방2차아파트,12830.930831,3551.354108,3,"503, 509, 달서3"
성서푸른마을아파트건너,12830.5389,3551.5373,4,"509, 523, 524, 성서3"
모다아울렛건너,12829.5303,3550.3262,6,"503, 518, 7250, 급행5, 급행7, 달서3"
한국산업은행성서지점앞,12829.7256,3550.1003,2,"156, 성서1-1"
우방송현하이츠건너,12832.5382,3549.5492,1,653
우방송현하이츠,12832.504,3549.5363,1,653
월성청구코아앞,12831.9039,3549.6593,4,"623, 706, 달서3, 달서4-1"
서남시장앞2,12832.7759,3551.2257,3,"509, 527, 성서2"
한국산업은행성서지점건너,12829.6982,3550.1118,2,"156, 성서1"
세원정공건너,12829.4998,3551.0067,6,"503, 518, 7250, 급행5, 급행7, 달서3"
강창역(2번출구),12828.6465,3551.1788,8,"250, 524, 527, 564, 655, 급행1, 성서1-1, 성서2"
삼성명가타운건너,12828.5049,3551.2012,7,"250, 524, 527, 564, 655, 성서1, 성서2"
삼성명가타운,12828.4533,3551.1852,7,"250, 524, 527, 564, 655, 성서1-1, 성서2"
삼성한국형아파트앞,12828.6896,3551.0792,1,성서1
삼성한국형아파트건너,12828.6789,3551.0578,1,성서1-1
대곡강산타운,12832.13,3548.3057,7,"306, 618, 649, 653, 726, 달서1, 달서3"
상인은행아파트앞,12832.989,3548.4856,5,"356, 653, 706, 달서1, 달서3"
태왕아너스베스트앞,12831.5477,3549.2481,4,"306, 623, 급행6, 달서1"
송현초등학교앞,12832.6421,3549.6111,2,"618, 653"
한화꿈에그린앞,12829.4796,3551.8127,8,"405, 425, 509, 523, 7250, 달서1, 성서1, 성서3"
한화꿈에그린건너1,12829.4849,3551.8906,6,"405, 509, 523, 7250, 성서1-1, 성서3"
호산초등학교건너,12828.6804,3550.9239,1,성서1-1
희성전자건너,12828.6789,3550.7072,1,성서1-1
케이에스건너,12828.675348,3550.559085,1,성서1-1
케이에스앞,12828.689374,3550.570699,1,성서1
금호기전,12828.6789,3550.4642,1,성서1-1
대홍철강,12828.688,3550.4272,1,성서1
화영테크건너,12828.900135,3550.37334,1,성서1-1
화영테크앞,12828.932352,3550.384802,1,성서1
성서협업단지건너,12829.0924,3550.3834,1,성서1
성서협업단지앞,12829.126,3550.3731,1,성서1-1
한국환경자원공사건너,12829.1931,3550.1034,1,성서1
한국환경자원공사,12829.2191,3550.0912,1,성서1-1
모다아울렛,12829.3961,3550.1015,1,성서1
대구시설관리사업소,12829.3793,3550.0904,1,성서1-1
흥성정공건너,12829.9957,3549.5079,1,성서1-1
흥성정공앞,12829.9988,3549.5514,1,성서1
영진산업,12829.9942,3549.678,1,성서1-1
일심제약,12830.0003,3549.7829,1,성서1
성서공단물류센터,12829.9957,3549.8543,1,성서1-1
대구지료재생사,12830.0034,3549.9619,1,성서1
덴티스앞,12829.9988,3550.0298,1,성서1-1
와룡시장건너,12829.9942,3551.3672,1,524
와룡공원앞,12829.9988,3551.5141,1,524
와룡공원건너,12829.9942,3551.5072,1,524
경창산업,12830.4291,3550.0008,2,"655, 달서1"
유림물산,12830.4443,3550.0095,2,"655, 달서1"
삼보,12830.432399,3549.863186,2,"655, 달서1"
쌍용머티리얼,12830.4413,3549.8592,2,"655, 달서1"
세흥인쇄,12830.4306,3549.7162,2,"655, 달서1"
경북크랑크,12830.4459,3549.7303,2,"655, 달서1"
대천119안전센터앞,12830.4321,3549.5262,2,"655, 달서1"
대천119안전센터건너,12830.4474,3549.5636,2,"655, 달서1"
평안,12830.4321,3549.4095,3,"655, 달서1, 성서1-1"
풍국주정공업,12830.4413,3549.3851,3,"655, 달서1, 성서1"
현대금속,12830.2856,3549.2287,3,"655, 달서1, 성서1-1"
제일규산,12830.2979,3549.2226,3,"655, 달서1, 성서1"
㈜윔스건너,12830.4428,3549.1634,1,성서1
㈜윔스앞,12830.4611,3549.1631,1,성서1-1
아멕스,12830.7327,3549.4446,1,성서1
아멕스건너,12830.7022,3549.398,1,성서1-1
월암교2,12830.7465,3549.5823,1,성서1
월암교1,12830.7571,3549.5781,1,성서1-1
영일무역앞,12830.8929,3549.7219,1,성서1
영일무역건너,12830.9036,3549.7238,1,성서1-1
대중인벤트,12830.9525,3549.9283,1,성서1
영화,12830.9586,3549.9287,1,성서1-1
삼익THK건너,12830.957,3550.1331,1,성서1-1
삼익THK앞,12830.9494,3550.1274,1,성서1
한국타이어건너,12830.9479,3550.5531,1,성서1
한국타이어,12830.9555,3550.5486,1,성서1-1
이곡역(2번출구),12830.944076,3550.91858,1,성서1
이곡역(3번출구),12830.95272,3550.917101,1,성서1-1
농협하나로마트건너,12831.7496,3551.0134,1,성서3
롯데캐슬그랜드,12831.6308,3551.1201,2,"달서3, 성서3"
대구지방법원서부지원,12831.6307,3551.1346,2,"달서3, 성서3"
달구벌종합복지관앞,12831.4836,3551.2021,2,"달서3, 성서3"
달구벌종합복지관건너,12831.4803,3551.1918,2,"달서3, 성서3"
장산초등학교앞,12831.575495,3551.246061,2,"달서3, 성서3"
장산초등학교건너,12831.5861,3551.2375,2,"달서3, 성서3"
1차서한화성타운앞,12831.7349,3551.2475,2,"달서3, 성서3"
현대백조아파트(북편),12831.909451,3550.508994,1,805
영남네오빌비스타,12831.9574,3550.5167,1,805
달서구새마을회건너,12832.1003,3550.5082,1,805
달서구새마을회앞,12832.1052,3550.5173,1,805
새본리중학교앞,12832.4161,3550.4065,1,805
본리도서관앞,12832.4505,3550.401,1,805
달서종합시장건너,12832.5671,3550.3637,1,805
달서종합시장앞,12832.597,3550.3735,1,805
본리롯데캐슬,12832.7834,3550.3631,1,805
삼호아파트앞,12833.1171,3550.3126,1,805
남부초등학교건너,12833.1439,3550.6791,1,653
남부초등학교앞,12833.1315,3550.6971,1,653
상서고등학교건너,12833.1181,3550.8311,1,653
상서고등학교앞,12833.1033,3550.8245,1,653
두류공원(야외음악당건너),12833.2585,3551.0906,1,653
두류공원(야외음악당앞),12833.294,3551.1062,1,653
두류3동파출소건너,12833.4446,3551.2293,1,653
두류3동파출소앞,12833.463,3551.2352,1,653
이월드(구.우방랜드)건너,12833.737461,3551.346874,1,653
이월드(구.우방랜드)앞,12833.6278,3551.3177,1,653
두류파출소건너,12833.9122,3551.4079,1,653
두류파출소앞,12833.8702,3551.3889,1,653
성서청구타운앞,12831.2619,3551.3769,2,"527, 급행5"
대구학생문화센터,12831.748256,3551.134871,2,"달서3, 성서3"
우방드림시티앞,12832.2169,3550.7592,3,"달서5, 서구1-1, 성서2"
대건고교-효성여고2,12831.83795,3550.160884,2,"달서3, 달서4-1"
월성주공3단지,12831.8716,3549.9464,2,"달서3, 달서4-1"
대건고교-효성여고1,12831.846582,3550.167765,2,"달서3, 달서4"
현대백조아파트건너,12831.8285,3550.4504,2,"달서3, 달서4-1"
성산초등학교앞,12831.0548,3551.4312,1,503
성산중학교앞,12831.0753,3551.4227,1,503
장기파랑새마을앞,12831.6813,3550.7148,2,"805, 성서3"
장기영남네오빌,12831.6675,3550.8774,1,성서3
성서보성타운2차건너2,12831.0643,3551.5209,1,524
전자관,12836.517878,3554.417532,9,"300, 304, 306, 323, 323-1, 413, 503, 653, 937"
유천포스코건너,12830.6057,3548.8625,8,"655, 7250, 836, 달서1, 달서4, 달서4-1, 성서1, 성서1-1"
유천포스코앞,12830.6207,3548.82782,7,"655, 836, 달서1, 달서4, 달서4-1, 성서1, 성서1-1"
성서4차산업단지앞1,12830.34038,3548.99558,1,성서1-1
대천교,12830.2369,3549.0421,8,"609, 655, 836, 급행6, 급행7, 달서1, 성서1-1, 성서2"
유천교1,12830.8746,3548.695,10,"655, 7250, 836, 급행7, 달서1, 달서4, 달서4-1, 달성5, 성서1, 성서1-1"
유천교2,12830.85332,3548.68892,6,"655, 급행7, 달서1, 달서4, 달서4-1, 달성5"
우방죽전타운앞2,12831.84188,3551.01848,2,"달서3, 성서3"
상인현대맨션앞,12832.373,3549.02018,7,"649, 653, 706, 726, 달서1, 달서3, 달서4"
장기초록나라건너,12831.8459,3550.72862,4,"518, 805, 달서3, 성서3"
대구전자공업고등학교2,12831.8486,3550.87268,2,"달서3, 성서3"
죽전119안전센터건너,12832.22942,3551.21252,2,"503, 서구1-1"
대성테크앞,12830.18822,3549.48932,1,성서1
삼우섬유앞,12830.18948,3549.4868,1,성서1-1
삼성물류센터앞,12829.50188,3550.53722,4,"503, 518, 7250, 달서3"
신흥버스,12829.585707,3550.109139,5,"156, 503, 518, 급행5, 달서3"
조암초등학교앞,12831.60109,3549.490169,3,"609, 달서4, 달서4-1"
월성코오롱하늘채앞,12831.350552,3549.397218,4,"609, 달서4, 달서4-1, 성서2"
월성코오롱하늘채건너,12831.3461,3549.4131,4,"609, 달서4, 달서4-1, 성서2"
조암초등학교건너,12831.655929,3549.526267,3,"609, 달서4, 달서4-1"
월배이안아파트건너,12831.269221,3549.185318,4,"609, 달서4, 달서4-1, 성서2"
월배이안아파트앞,12831.248938,3549.182923,4,"609, 달서4, 달서4-1, 성서2"
성서주공5단지앞,12831.258358,3551.482985,1,503
송현교2,12833.3961,3549.559,1,달서4-1
상인역e-편한세상앞,12832.0445,3549.3092,8,"356, 651, 653, 706, 달서1, 달서3, 달서4-1, 달서5"
청남타운앞,12829.992483,3551.227891,1,달서1
조암네거리1,12831.1532,3549.2633,4,"609, 달서4, 달서4-1, 성서2"
조암네거리2,12831.1533,3549.2508,4,"609, 달서4, 달서4-1, 성서2"
용산역,12831.673229,3550.877598,1,805
장기초등학교1,12831.664636,3550.619501,2,"805, 성서3"
장기초등학교2,12831.641727,3550.610714,1,성서3
대구전자공고남편,12831.76037,3550.805522,1,805
웃는얼굴아트센터1,12831.42511,3550.598239,2,"805, 성서3"
웃는얼굴아트센터2,12831.429052,3550.612996,2,"805, 성서3"
본리네거리3,12832.3069,3550.2542,2,"156, 564"
성림첨단산업건너,12829.1428,3550.1985,1,성서1-1
성림첨단산업앞,12829.153082,3550.198145,1,성서1
월배힐스테이트앞,12831.1922,3549.1027,5,"급행6, 달서1, 달서4, 달서4-1, 성서2"
월배쌍용예가앞,12831.0559,3548.9951,4,"달서1, 달서4, 달서4-1, 성서2"
월배쌍용예가건너,12831.0591,3548.9854,4,"달서1, 달서4, 달서4-1, 성서2"
월배힐스테이트건너,12831.19,3549.0912,5,"급행6, 달서1, 달서4, 달서4-1, 성서2"
월배차량기지앞,12830.571282,3642.933421,5,"609, 달서1, 달서4, 달서4-1, 성서2"
월배차량기지건너,12830.777232,3548.924626,5,"609, 달서1, 달서4, 달서4-1, 성서2"
청남타운건너,12829.982209,3551.229985,1,달서1
상인2동행정복지센터건너,12832.1965,3548.7576,2,"356, 618"
상화네거리,12832.17,3548.643,2,"618, 726"
서부정류장역북편1,12833.4177,3550.3429,1,805
서부정류장역북편2,12833.3891,3550.3441,1,805
삼호아파트건너,12833.1358,3550.3164,1,805
성당초교앞,12832.8452,3550.3738,1,805
대진중고등학교건너,12831.2502,3548.3684,2,"달서3, 달서5"
정부대구지방합동청사앞,12830.995,3548.2433,1,달서3
정부대구지방합동청사건너,12831.0371,3548.2287,1,달서3
대진중고등학교앞,12831.2283,3548.3479,2,"달서3, 달서5"
정부대구지방합동청사후문1,12831.0678,3548.2852,1,달서5
1차서한화성타운건너,12831.7661,3551.2369,2,"달서3, 성서3"
성서4차산업단지앞2,12830.2706,3549.0416,9,"609, 655, 7250, 836, 급행6, 급행7, 달서1, 성서1, 성서2"
월배아이파크1차앞,12830.950542,3548.895533,5,"급행6, 달서1, 달서4, 달서4-1, 성서2"
진천역AK그랑폴리스아파트앞,12830.978421,3548.903801,5,"급행6, 달서1, 달서4, 달서4-1, 성서2"
e-편한세상월배앞,12831.395055,3549.642653,1,성서2
e-편한세상월배건너,12831.410083,3549.64164,1,성서2
정부대구지방합동청사후문2,12831.068548,3548.292178,1,달서5
서부정류장(관문시장건너)2,12833.393926,3550.196132,2,"750, 남구1-1"
월촌역(7번출구)1,12832.775129,3549.486324,1,달서4
대곡주공5단지앞,12831.886536,3548.570604,1,306
대곡주공5단지건너,12831.938569,3548.593556,1,306
달서자동차검사소앞,12831.001135,3548.768833,1,609
달서자동차검사소건너,12830.975804,3548.774955,1,609
죽전네거리3,12832.224523,3551.073261,1,서구1-1
남도버스1,12831.639094,3548.465017,4,"7250, 급행7, 달서4, 달서4-1"
남도버스2,12831.6445,3548.4922,3,"급행7, 달서4, 달서4-1"
반고개역(3번출구),12834.429,3551.7416,1,323-1
대천공영차고지앞,12830.304,3548.996676,5,"609, 836, 급행6, 달서1, 성서2"
성서국민체육센터앞,12830.373457,3551.554135,3,"509, 524, 성서3"
국민연금네거리,12830.535486,3551.314275,5,"405, 503, 527, 달서3, 달서5"
국민연금네거리1,12830.493473,3551.326087,5,"405, 503, 527, 달서3, 달서5"
한화꿈에그린건너2,12829.523836,3551.760684,2,"425, 달서1"
월배아이파크2차앞,12830.639641,3549.01683,6,"609, 급행6, 달서1, 달서4, 달서4-1, 성서2"
월배아이파크2차건너,12830.629985,3549.012692,6,"609, 급행6, 달서1, 달서4, 달서4-1, 성서2"
유천초등학교앞,12830.809613,3548.71423,1,836
대구세명학교건너,12831.421936,3551.838475,1,524
계명대학교동산병원건너,12828.90119,3551.15128,5,"524, 527, 564, 655, 성서2"
대곡고등학교앞,12832.242929,3548.233884,2,"306, 649"
월배국민체육센터건너,12832.141845,3548.129515,2,"306, 649"
수목원풍경그린아파트건너,12831.987922,3548.033536,2,"306, 649"
수목원호정포레스트아파트앞,12831.818113,3547.930079,2,"306, 649"
새각단건너,12831.734259,3548.025137,2,"306, 649"
대곡파출소1,12831.714775,3548.246432,2,"306, 649"
대곡공원건너,12831.7039,3548.4122,2,"306, 649"
대곡공원앞,12831.693,3548.4269,2,"306, 649"
대곡파출소2,12831.708036,3548.227628,2,"306, 649"
새각단앞,12831.727681,3548.023931,2,"306, 649"
수목원제일풍경채앞,12831.811004,3547.921458,2,"306, 649"
수목원풍경그린아파트앞,12831.996648,3548.024551,2,"306, 649"
월배국민체육센터앞,12832.102061,3548.108443,2,"306, 649"
대곡고등학교건너,12832.220335,3548.24668,2,"306, 649"
대곡청구아파트건너,12830.9706,3548.4575,1,달서5
대구물류터미널건너,12831.1265,3550.1992,2,"156, 564"
대구물류터미널앞,12831.1791,3550.1877,2,"156, 564"
계명대학교동산병원앞,12828.8133,3551.1886,6,"250, 524, 527, 564, 655, 성서2"
대명공연거리건너,12834.994313,3551.246809,7,"300, 306, 518, 609, 651, 남구1, 달서4-1"
대구보건고등학교앞,12834.449816,3551.458245,6,"618, 650, 706, 805, 836, 달서4-1"
대구보건고등학교건너,12834.463949,3551.454024,7,"618, 650, 706, 805, 808, 836, 달서4"
굿모닝병원건너,12834.4352,3551.2613,6,"618, 650, 706, 805, 836, 달서4-1"
경북여상건너,12835.4451,3551.3076,5,"349, 405, 410, 503, 649"
경북여상앞,12835.4333,3551.3364,5,"349, 405, 410-1, 503, 649"
서부정류장(관문시장건너),12833.3761,3550.1584,8,"600, 609, 623, 649, 650, 706, 726, 836"
서부정류장(관문시장앞),12833.3956,3550.1751,6,"600, 609, 623, 649, 706, 남구1"
한영한마음아동병원앞,12833.346941,3550.090531,8,"600, 609, 650, 706, 726, 750, 836, 달성2"
앞산궁도장앞,12833.666815,3549.685994,1,달서4-1
대덕문화전당앞,12834.6305,3549.9186,3,"410-1, 달서4, 달서4-1"
앞산빨래터공원,12833.8917,3549.959,2,"달서4, 달성2"
대명역(2번출구),12833.8361,3550.342,8,"306, 518, 564, 600, 623, 649, 651, 서구1-1"
대구시설공단앞,12833.6237,3550.2995,8,"306, 518, 564, 600, 623, 649, 651, 서구1"
대구시설공단건너,12833.632,3550.2902,8,"306, 518, 564, 600, 623, 649, 651, 서구1-1"
성명119안전센터건너1,12833.5133,3549.9903,2,"남구1, 달성2"
성명119안전센터앞,12833.5537,3549.9889,3,"750, 남구1-1, 달성2"
한마음주유소앞,12833.6376,3550.0393,3,"750, 남구1-1, 달성2"
한마음주유소건너,12833.6787,3550.0601,2,"750, 남구1"
대명6동행정복지센터건너,12833.93311,3550.089755,2,"750, 남구1-1"
대명6동행정복지센터앞,12833.947319,3550.096407,2,"750, 남구1"
대덕천주교회1,12834.2076,3550.093,2,"750, 남구1-1"
대덕천주교회2,12834.238,3550.0948,2,"750, 남구1"
대덕천주교회3,12834.2828,3550.0719,2,"410, 달서4-1"
앞산별자리체험학습장1,12834.2838,3549.9723,2,"410, 달서4-1"
대덕천주교회4,12834.2792,3550.1209,3,"410-1, 600, 달서4"
KT남대구지사앞2,12834.2841,3550.2572,3,"410, 600, 달서4-1"
